A4WEI1	257	26541.09
B5F683	257	26544.11
Q57JS2	257	26544.11
B5FV58	257	26544.11
B5QZ27	257	26544.11
B5REE9	257	26544.11
B4T660	257	26544.11
A9N5W7	257	26544.11
C0PYW1	257	26544.11
B4TVS2	257	26544.11
P67471	257	26544.11
P67470	257	26544.11
Q5PMU9	257	26576.17
B5BG02	257	26576.17
B4TI40	257	26602.26
O55709	230	26783.1
O55722	234	27043.28
P42650	236	27055.45
O55704	236	27197.04
P42648	239	27338.14
Q24902	244	27368.13
Q9U408	244	27430.22
Q6GZS7	249	27465.59
P42649	238	27579.33
O55739	235	27614.3
O70456	248	27706.1
Q5XGC8	244	27721.03
Q91896	245	27729.24
Q6P4Z5	245	27732.18
P63103	245	27745.21
P63104	245	27745.21
Q5R651	245	27745.21
Q8MUA4	248	27750.61
Q3SZI4	245	27764.37
P27348	245	27764.37
Q5RFJ2	245	27764.37
P63101	245	27771.25
P63102	245	27771.25
P31947	248	27774.14
Q5ZKC9	245	27775.24
Q8MM75	248	27777.64
P68254	245	27778.4
Q6Q6X0	245	27778.4
P68255	245	27778.4
Q52M98	245	27778.4
Q5ZMD1	245	27782.4
Q0VC36	248	27849.19
O77642	248	27849.19
P29361	245	27856.36
Q5ZLQ6	244	27907.28
Q96451	247	27921.53
P48349	248	27975.74
O55741	239	27979.05
P48348	248	28028.82
Q197C3	253	28042.71
P35213	246	28054.51
Q20655	248	28067.53
P68250	246	28081.55
P31946	246	28082.53
Q4R572	246	28082.53
A4K2U9	246	28082.53
Q9CQV8	246	28086.57
Q2F637	247	28096.64
Q196Y0	241	28136.62
Q39757	251	28169.59
P41932	248	28190.76
P68509	246	28211.85
P68510	246	28211.85
P68511	246	28211.85
Q04917	246	28218.83
P93206	249	28219.33
P29310	248	28227.65
Q1HR36	248	28227.67
Q5F3W6	247	28230.64
P68252	247	28252.69
O49996	249	28257.35
Q3B4G1	266	28276.53
P61981	247	28302.7
P61982	247	28302.7
Q5RC20	247	28302.7
P61983	247	28302.7
Q8DRY7	264	28317.07
Q26540	252	28371.88
A4SE48	266	28405.75
Q9K1H6	269	28425.36
Q9JX23	269	28455.45
A1KRK6	269	28455.45
Q196U4	254	28495.08
B1HYT6	269	28583.21
Q43643	254	28595.15
P42644	255	28606.28
P93207	252	28624.62
Q8P8Z6	272	28650.74
P93342	255	28660.25
B2FM90	269	28662.79
Q8PKQ5	272	28664.88
P54632	252	28704.47
Q9CQU5	252	28713.03
B4SPV6	269	28727.92
P93210	255	28754.26
Q9S9Z8	252	28781.31
Q196V0	257	28792.45
Q5QNB8	257	28804.6
P93212	252	28814.31
Q6ZKC0	256	28826.62
O49995	255	28827.4
P93208	254	28879.43
P48347	254	28915.33
Q926D8	257	28922.3
P93784	258	28936.51
O65352	259	28947.46
P93211	258	28967.52
Q9XDA6	257	28970.44
Q84J55	264	29000.72
Q96450	257	29048.82
Q8ENQ1	268	29074.06
Q01525	259	29161.75
P62261	255	29174.01
Q5ZMT0	255	29174.01
P62258	255	29174.01
P62259	255	29174.01
P62260	255	29174.01
P62262	255	29174.01
Q06967	260	29177.82
P81928	261	29182.58
Q96452	258	29208.7
O49998	258	29225.78
Q2R2W2	265	29261.71
P42652	260	29298.83
P93209	260	29304.93
P29305	262	29352.03
P93343	260	29364.06
Q76N59	268	29379.51
Q41418	259	29394.98
P42653	261	29420.12
P93214	261	29432.02
P93213	261	29479.06
O42766	264	29480.03
P52908	259	29514.54
Q96453	261	29518.16
Q96299	263	29520.24
P42654	261	29524.07
Q01526	261	29636.5
Q8SW28	258	29641.73
P49106	261	29662.52
Q43470	262	29691.53
Q6EUP4	262	29692.53
Q6GZX4	256	29735.67
P92177	262	29798.61
Q96300	265	29824.49
Q7XTE8	262	29863.71
P42643	267	29931.62
Q8VIL3	266	30142.4
P42645	268	30181.98
P46077	267	30193.97
Q197C8	279	30303.22
Q9C5W6	268	30545.16
O49997	272	30570.51
O95229	277	31293.65
O55703	283	31573.4
O96436	277	31660.42
O55738	273	31708.83
P0C9J3	272	31972.96
P18560	270	32386.91
Q196Z6	280	32419.34
P0C9G3	269	32498.19
P0C9J4	275	32575.27
P0C9G1	269	32605.21
Q2TBH8	286	32628.9
P0C9G4	269	32633.28
P0C9G2	270	32635.33
Q6GZW3	297	32668.68
Q196T5	297	33836.76
P0C9J5	286	34016.85
P13813	296	34077.69
Q6GZX3	320	34642.49
P0C9J1	290	34739.1
P0C9I9	290	34795.15
P0C9J0	290	34950.43
Q197A6	309	35090.35
P0C9J6	302	35742.6
Q6GZW0	322	36097.99
Q6GZQ2	324	36144.01
Q197F2	347	37905.32
Q197D2	337	38575.43
Q6V4H0	360	38937.44
Q6GZQ1	370	39159.87
Q6GZS4	355	39320.5
Q8GSP8	371	39336.0
Q197B6	335	39427.17
Q6GZR6	352	39834.15
Q67475	379	40096.27
Q6GZN0	363	40621.08
Q196W5	363	40666.85
Q6GZV1	365	40985.42
P32234	368	41132.16
Q91G88	352	41658.17
Q6GZV2	382	42540.96
Q6GZN6	388	44237.58
Q6GZS1	431	47410.58
Q6GZX2	438	48297.44
Q9XHP0	459	51830.62
Q197F3	447	52027.56
Q6GZV8	502	53469.31
Q6GZR8	498	53585.28
Q197F8	458	53921.62
P13744	480	54625.87
Q6GZS3	522	54728.38
P19084	493	55687.4
O23880	504	57043.84
Q04584	542	58537.96
Q62523	564	60546.14
Q9XFM4	538	61163.98
Q15942	572	61277.54
Q6GZS5	561	61679.81
Q6GZP6	572	63649.07
O23878	565	64518.38
Q6GZN8	605	65374.16
Q8GBW6	611	65926.8
A5WWB6	583	66079.02
A6QM04	589	66385.46
Q8R060	589	66839.86
Q5RA78	591	67186.65
Q9H900	591	67214.71
Q6IRM9	597	67380.17
Q0IJ01	597	67494.13
Q6GZU4	629	69921.32
A2BFL2	627	70404.91
A5H447	663	70725.54
Q95XP9	630	71096.75
Q0VA45	674	71365.27
P0C664	639	72283.9
Q9VA00	641	72442.88
Q197B1	683	76323.13
Q9GT24	706	79415.67
Q621J7	709	79640.04
O44219	714	81263.08
O44218	718	82076.85
Q9W4X9	721	82264.01
A0JMZ3	732	82963.26
Q5TYQ1	746	83666.43
Q9C0D3	744	83921.83
O48626	742	83933.96
Q3UFS0	744	83992.01
P98168	799	84770.98
P98169	803	84792.76
Q197E9	751	84876.28
Q6WRX3	759	85809.03
Q4V8C2	777	87967.4
O54692	779	88063.48
O43264	779	88830.26
Q5RFM4	779	88901.31
Q2QGD7	858	89988.65
A2CE44	873	90376.82
Q8C8V1	858	90755.47
P21541	799	90780.88
Q6GZV6	851	92928.76
Q4U9M9	893	101921.03
Q8IYH5	903	102023.54
Q6KAQ7	910	102306.93
P15711	924	103626.1
Q6GZW6	948	106444.04
Q6GZU9	970	107189.25
Q6GZT5	1165	129117.95
G5EEM5	1415	156189.75
Q5SSH7	2924	328314.42
O43149	2961	331077.69
